,name,rating,review,company_type,Head_Quarters,Company_Age,No_of_Employee
2194,Dana India,4.2,(166 Reviews),"Pune,Maharashtra + 10 more",20 years old,501-1k employees (India),
2195,Drake & Scull Inte...,3.5,(166 Reviews),Private,Dubai + 15 more,140 years old,10k-50k employees (Global)
2196,Kyungshin Industri...,3.2,(166 Reviews),Chennai + 5 more,24 years old,51-200 employees (Global),
2197,Silver Touch Techn...,3.6,(166 Reviews),Public,"Ahmedabad,Gujarat + 20 more",29 years old,1k-5k employees (Global)
2198,Sears Holdings,3.4,(166 Reviews),Private,"Hoffman Estates,Illinois + 4 more",12 years old,50k-1 Lakh employees (Global)
2199,Amber Enterprises ...,4.2,(166 Reviews),Public,"Gurgaon/Gurugram,Haryana + 11 more",27 years old,501-1k employees (Global)
2200,Owens Corning,4.2,(165 Reviews),Private,"Toledo,Ohio + 6 more",83 years old,1k-5k employees (India)
2201,iOPEX Technologies,3.4,(165 Reviews),Private,"San Jose,California + 8 more",15 years old,1k-5k employees (India)
2202,Astra Microwave Pr...,4.0,(165 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 4 more",30 years old,501-1k employees (Global)
2203,Bosch Rexroth Indi...,4.4,(165 Reviews),Private,"Lohr A. Main,Bavaria + 11 more",20 years old,501-1k employees (India)
2204,IFFCO Kisan Sancha...,3.8,(165 Reviews),Private,"Delhi/NCR,Delhi + 40 more",14 years old,501-1k employees (Global)
2205,FMC,4.4,(165 Reviews),Private,Philadelphia + 46 more,12 years old,501-1k employees (India)
2206,Capital Foods,4.1,(165 Reviews),Private,Mumbai + 33 more,25 years old,1k-5k employees (Global)
2207,Aabasoft,4.6,(165 Reviews),Private,"Kochi/Cochin,Kerala + 2 more",19 years old,1k-5k employees (India)
2208,Bharat Seats,3.7,(165 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",35 years old,201-500 employees (Global)
2209,Wildcraft,4.0,(165 Reviews),Private,Bangalore + 31 more,23 years old,1k-5k employees (India)
2210,Axiscades Engineer...,3.1,(165 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 6 more",31 years old,1k-5k employees (Global)
2211,Suraksha Diagnosti...,3.3,(165 Reviews),Private,Kolkata + 13 more,29 years old,1k-5k employees (India)
2212,Mirza Internationa...,3.7,(165 Reviews),Public,"Kanpur,Uttar Pradesh + 22 more",42 years old,5k-10k employees (Global)
2213,Cipla Industries,3.8,(165 Reviews),New Delhi + 27 more,23 years old,201-500 employees (Global),
2214,Parksons Packaging,4.0,(165 Reviews),"Mumbai,Maharashtra + 12 more",25 years old,1k-5k employees (India),
2215,Schwing Stetter,4.2,(165 Reviews),Private,Herne + 32 more,76 years old,1k-5k employees (Global)
2216,Kellogg Brown and ...,4.3,(165 Reviews),"Houston,Texas + 16 more",23 years old,10k-50k employees (Global),
2217,Harsha Engineers,4.3,(165 Reviews),Private,"Ahmedabad,Gujarat + 6 more",35 years old,1k-5k employees (Global)
2218,Indiabulls Real Es...,4.1,(165 Reviews),Public,"Mumbai,Maharashtra + 19 more",15 years old,1k-5k employees (Global)
2219,Dnata,4.2,(165 Reviews),Private,"Dubai,Dubai + 16 more",62 years old,501-1k employees (India)
2220,Rebel Foods,3.4,(165 Reviews),Private,Mumbai + 25 more,9 years old,5k-10k employees (India)
2221,Panasonic Life Sol...,4.1,(165 Reviews),Mumbai + 36 more,58 years old,1 Lakh+ employees (Global),
2222,Dr. Agarwal's Eye ...,3.9,(165 Reviews),Public,"Chennai,Tamil Nadu + 25 more",64 years old,1k-5k employees (Global)
2223,Roche Diagnostics,3.9,(165 Reviews),Private,"Grenzacherstrasse,Basel + 24 more",125 years old,201-500 employees (India)
2224,Shriram Chits,3.8,(164 Reviews),Private,"Mumbai,Maharashtra + 56 more",47 years old,1k-5k employees (Global)
2225,Allanasons,3.6,(164 Reviews),Private,Mumbai + 18 more,156 years old,5k-10k employees (Global)
2226,Bharat Bijlee,4.1,(164 Reviews),Public,"Mumbai,Maharashtra + 14 more",75 years old,1k-5k employees (Global)
2227,All India Institut...,4.4,(164 Reviews),Private,New Delhi + 13 more,65 years old,10k-50k employees (Global)
2228,Lambda Therapeutic...,3.7,(164 Reviews),Private,Ahmedabad + 3 more,23 years old,501-1k employees (Global)
2229,National Fertilize...,4.2,(164 Reviews),Public,Noida + 19 more,47 years old,1k-5k employees (Global)
2230,Bhilai Engineering...,3.8,(164 Reviews),Public,"Bhilai/Bhillai,Chhattisgarh + 18 more",61 years old,501-1k employees (Global)
2231,Kokuyo Camlin,4.2,(164 Reviews),Public,"Mumbai,Maharashtra + 35 more",90 years old,501-1k employees (Global)
2232,Continental Engine...,4.0,(164 Reviews),Private,New Delhi + 17 more,38 years old,1k-5k employees (Global)
2233,Accord Synergy,3.6,(164 Reviews),Public,"Vadodara/Baroda,Gujrat + 25 more",7 years old,1k-5k employees (Global)
2234,Cargill Business S...,4.0,(164 Reviews),Gurugram + 5 more,6 years old,10k-50k employees (Global),
2235,Eisai Pharmaceutic...,4.2,(164 Reviews),Public,"Visakhapatnam/Vizag,Andhra Pradesh + 10 more",17 years old,201-500 employees (India)
2236,Petrofac Engineeri...,3.6,(164 Reviews),Private,London + 9 more,18 years old,1k-5k employees (India)
2237,Psp Projects,4.1,(164 Reviews),Private,"Ahmedabad,Gujarat + 9 more",13 years old,1k-5k employees (Global)
2238,Maxxis Rubber,3.4,(164 Reviews),"Ahmedabad,Gujarat + 9 more",6 years old,501-1k employees (Global),
2239,Yodlee,3.3,(164 Reviews),Private,"Redwood City,San Francisco + 2 more",22 years old,1k-5k employees (Global)
2240,Kennametal,4.0,(164 Reviews),Public,"Latrobe,Pennsylvania + 6 more",83 years old,10k-50k employees (Global)
2241,Louis Philippe,4.1,(163 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 42 more",32 years old,1 Lakh+ employees (Global)
2242,TNT Express,4.5,(163 Reviews),Private,"Hoofddorp,North Holand + 26 more",75 years old,1 Lakh+ employees (Global)
2243,Mukand,3.7,(163 Reviews),Public,"Mumbai,Maharashtra + 12 more",84 years old,1k-5k employees (Global)
2244,Liberty General In...,4.0,(163 Reviews),Private,"Mumbai,Maharashtra + 46 more",11 years old,1k-5k employees (Global)
2245,Joyalukkas,4.3,(163 Reviews),Dubai + 45 more,34 years old,201-500 employees (India),
2246,Ralson India,3.7,(163 Reviews),Public,"Delhi/NCR,Delhi + 22 more",47 years old,1k-5k employees (Global)
2247,Ruby Hall Clinic,4.1,(163 Reviews),Pune + 4 more,62 years old,1k-5k employees (Global),
2248,Liberty General In...,4.0,(163 Reviews),Private,"Mumbai,Maharashtra + 46 more",11 years old,1k-5k employees (Global)
2249,Tractebel,3.9,(163 Reviews),Private,"Chakkarpur,Haryana + 25 more",28 years old,501-1k employees (India)
2250,Ashapura Group Of ...,4.2,(163 Reviews),Public,"Mumbai,Maharashtra + 21 more",61 years old,1k-5k employees (Global)
2251,Wipro GE Health Ca...,4.0,(163 Reviews),Chicago + 26 more,129 years old,201-500 employees (India),
2252,Mahindra Trucks & ...,3.9,(163 Reviews),Private,Pune + 37 more,27 years old,501-1k employees (Global)
2253,BDO India LLP,3.6,(163 Reviews),New Delhi + 13 more,48 years old,1k-5k employees (Global),
2254,Netaxis IT Solutio...,3.9,(163 Reviews),Private,"Chennai,Tamil Nadu",21 years old,
2255,Trigent Software,3.8,(163 Reviews),Private,"Southborough,Massachusetts + 12 more",26 years old,501-1k employees (India)
2256,BPTP,3.6,(163 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",18 years old,501-1k employees (Global)
2257,Cvent,3.5,(162 Reviews),Private,"McLean,Virginia + 1 more",22 years old,1k-5k employees (India)
2258,Tally Solutions,4.5,(162 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 41 more",35 years old,501-1k employees (Global)
2259,Sunflag Iron and S...,4.2,(162 Reviews),Private,"Nagpur,Maharashtra + 12 more",37 years old,1k-5k employees (Global)
2260,Aeronautical Devel...,4.1,(162 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",37 years old,1k-5k employees (Global)
2261,Tata BlueScope Ste...,4.0,(162 Reviews),Private,"Pune,Maharashtra + 18 more",19 years old,1k-5k employees (Global)
2262,Checkmate Services,4.2,(162 Reviews),Private,"Vadodara/Baroda,Gujrat + 43 more",29 years old,10k-50k employees (Global)
2263,Intercontinental C...,3.9,(162 Reviews),Private,"Delhi/NCR,New Delhi + 33 more",34 years old,1k-5k employees (Global)
2264,Frigorifico Allana,4.2,(162 Reviews),Private,"Mumbai,Maharashtra + 17 more",35 years old,5k-10k employees (Global)
2265,Arabtec Constructi...,4.4,(162 Reviews),Private,"Dubai,Dubai + 11 more",46 years old,10k-50k employees (Global)
2266,Moody's Analytics,3.5,(162 Reviews),Private,"New York,New York + 4 more",14 years old,501-1k employees (India)
2267,Subway,4.4,(162 Reviews),Private,"Milford,Connecticut + 40 more",56 years old,5k-10k employees (Global)
2268,Super Smelters,4.2,(162 Reviews),"Kolkata,West Bengal + 8 more",26 years old,51-200 employees (Global),
2269,Walchandnagar Indu...,3.9,(162 Reviews),Public,"Mumbai,Maharashtra + 8 more",113 years old,1k-5k employees (Global)
2270,Gulf Oil Lubricant...,4.4,(162 Reviews),Public,"Mumbai,Maharashtra + 39 more",28 years old,51-200 employees (Global)
2271,Gujarat Ambuja Exp...,3.8,(162 Reviews),Public,"Ahmedabad,Gujarat + 20 more",30 years old,1k-5k employees (Global)
2272,Kirloskar Electric...,3.7,(162 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 18 more",75 years old,1k-5k employees (Global)
2273,Transrail Lighting,3.9,(162 Reviews),Private,"Mumbai,Maharashtra + 28 more",13 years old,1k-5k employees (Global)
2274,Army Medical Corps,4.6,(162 Reviews),Govt Organisation,"Delhi/NCR,Delhi + 27 more",257 years old,10k+ employees (Global)
2275,Brigade Group,4.2,(162 Reviews),"Bangalore/Bengaluru,Karnataka + 7 more",35 years old,501-1k employees (India),
2276,Healthcare At Home,4.0,(162 Reviews),Private,Noida + 21 more,9 years old,201-500 employees (India)
2277,Somic ZF Component...,4.0,(162 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",26 years old,1k-5k employees (Global)
2278,Kuwait Oil Company,4.6,(162 Reviews),Ahmadi + 8 more,87 years old,5k-10k employees (Global),
2279,Mott MacDonald,4.0,(162 Reviews),"Croydon,Surrey + 21 more",119 years old,1k-5k employees (India),
2280,Ukb Electronics,3.3,(162 Reviews),Private,"Noida,Uttar Pradesh + 9 more",25 years old,501-1k employees (Global)
2281,Total,3.6,(161 Reviews),Private,Paris + 24 more,97 years old,1 Lakh+ employees (Global)
2282,Zoho,4.2,(161 Reviews),Private,Chennai + 1 more,25 years old,5k-10k employees (India)
2283,RealPage,3.8,(161 Reviews),Private,"Richardson,Texas + 1 more",23 years old,1k-5k employees (India)
2284,Gokaldas Exports,4.2,(161 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 11 more",42 years old,10k-50k employees (Global)
2285,Petron Engineering...,4.3,(161 Reviews),Public,"Mumbai,Maharashtra + 25 more",45 years old,1k-5k employees (Global)
2286,HP India Sales,4.2,(161 Reviews),Private,Bengaluru + 27 more,24 years old,501-1k employees (Global)
2287,Nitco,4.1,(161 Reviews),Public,"Mumbai,Maharashtra + 31 more",68 years old,1k-5k employees (Global)
2288,Zamil Air Conditio...,4.0,(161 Reviews),Private,Dammam + 18 more,47 years old,1k-5k employees (Global)
2289,Tirumala Milk Prod...,4.0,(161 Reviews),"Chennai,Tamil Nadu + 22 more",25 years old,501-1k employees (Global),
2290,JM Financial,4.1,(161 Reviews),Public,"Mumbai,Maharashtra + 30 more",37 years old,51-200 employees (India)
2291,Kirby Building Sys...,3.9,(161 Reviews),Private,Kuwait City + 19 more,23 years old,1k-5k employees (Global)
2292,Weblink In,3.8,(161 Reviews),Private,"New Delhi,Delhi + 3 more",24 years old,1k-5k employees (Global)
2293,63 Moons Technolog...,3.9,(161 Reviews),Public,"Mumbai,Maharashtra + 11 more",33 years old,501-1k employees (Global)
2294,Mfar Constructions,4.0,(161 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",25 years old,501-1k employees (Global)
2295,Essar Power,4.3,(161 Reviews),Public,"Mumbai,Maharashtra + 14 more",24 years old,5k-10k employees (Global)
2296,Kailash Hospital,4.0,(161 Reviews),Noida + 10 more,37 years old,5k-10k employees (Global),
2297,ACTE,5.0,(161 Reviews),"Chennai,Tamil Nadu + 3 more",10 years old,501-1k employees (Global),
2298,Sundaram Business ...,3.8,(160 Reviews),Private,"Chennai,Tamil Nadu + 6 more",20 years old,1k-5k employees (Global)
2299,Overnite Express,3.6,(160 Reviews),Private,"Delhi/NCR,Delhi + 35 more",34 years old,1k-5k employees (Global)
2300,CK Birla Group,4.0,(160 Reviews),"Delhi/NCR,New Delhi + 33 more",159 years old,10k-50k employees (India),
2301,Park Hospital,3.7,(160 Reviews),"Gurgaon/Gurugram,Haryana + 11 more",39 years old,501-1k employees (Global),
2302,Polybond India,3.5,(160 Reviews),Private,"Pune,Maharashtra + 5 more",43 years old,501-1k employees (Global)
2303,Bharat Dynamics,4.4,(160 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",51 years old,1k-5k employees (Global)
2304,ISS SDB Security S...,4.0,(160 Reviews),Private,Mumbai + 36 more,11 years old,1 Lakh+ employees (Global)
2305,Mayoor School,4.9,(160 Reviews),"Noida,Uttar Pradesh + 5 more",18 years old,1k-5k employees (Global),
2306,Satya MicroCapital,4.0,(160 Reviews),Delhi + 57 more,5 years old,1k-5k employees (India),
2307,RCL-PRIYA CEMENT,4.0,(160 Reviews),"Hyderabad/Secunderabad,Telangana + 23 more",47 years old,1k-5k employees (Global),
2308,RCL-PRIYA CEMENT,4.0,(160 Reviews),"Hyderabad/Secunderabad,Telangana + 23 more",47 years old,1k-5k employees (Global),
2309,Satya MicroCapital,4.0,(160 Reviews),Delhi + 57 more,5 years old,1k-5k employees (India),
2310,Satyam Venture Eng...,3.0,(160 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",21 years old,1k-5k employees (Global)
2311,Astral Polytechnik,4.1,(160 Reviews),Public,"Ahmedabad,Gujarat + 34 more",25 years old,1k-5k employees (Global)
2312,Škoda Auto India,4.3,(160 Reviews),"Aurangabad,Maharashtra + 31 more",20 years old,501-1k employees (Global),
2313,TVS Eurogrip,3.4,(160 Reviews),Public,Madurai + 27 more,39 years old,1k-5k employees (Global)
2314,Exotic Learning,5.0,(160 Reviews),Lucknow + 4 more,,,
2315,Coforge,3.6,(160 Reviews),Greater Noida + 12 more,5k-10k employees (India),,
2316,Kolte Patil Develo...,4.1,(159 Reviews),Public,"Pune,Maharashtra + 4 more",30 years old,501-1k employees (Global)
2317,PayPal,4.3,(159 Reviews),Private,"San Jose,California + 5 more",23 years old,1k-5k employees (India)
2318,Aurionpro Solution...,4.1,(159 Reviews),Public,"Mumbai,Maharashtra + 21 more",24 years old,1k-5k employees (Global)
2319,Accelya Solutions ...,3.4,(159 Reviews),Private,"Mumbai,Maharashtra + 6 more",35 years old,1k-5k employees (India)
2320,BCH Electric,4.1,(159 Reviews),Private,"Delhi/NCR,New Delhi + 18 more",56 years old,501-1k employees (Global)
2321,Onicra Credit Rati...,3.1,(159 Reviews),Public,"Delhi/NCR,New Delhi + 34 more",28 years old,1k-5k employees (Global)
2322,Indian Institute o...,4.4,(159 Reviews),Private,"Gandhinagar,Gujarat + 22 more",13 years old,1k-5k employees (Global)
2323,Rheinmetall Automo...,4.0,(159 Reviews),Private,Neckarlsum + 13 more,112 years old,10k-50k employees (Global)
2324,Saudi Oger,4.4,(159 Reviews),Private,Riyadh + 14 more,43 years old,10k-50k employees (Global)
2325,Talbros Automotive...,3.8,(159 Reviews),Public,"Gurgaon/Gurugram,Haryana + 11 more",65 years old,5k-10k employees (Global)
2326,Central Institute ...,3.7,(159 Reviews),"Chennai,Tamil Nadu + 32 more",53 years old,1k-5k employees (Global),
2327,Xdbs,3.3,(159 Reviews),"Redwood City,San Francisco + 2 more",9 years old,1k-5k employees (India),
2328,Smart Value Produc...,4.4,(159 Reviews),Private,"Delhi/NCR,Delhi + 43 more",15 years old,201-500 employees (Global)
2329,Aculife Healthcare,3.7,(159 Reviews),Private,"Ahmedabad,Gujrat + 15 more",7 years old,1k-5k employees (Global)
2330,Rinder India,3.9,(159 Reviews),Private,"Pune,Maharashtra + 7 more",24 years old,501-1k employees (Global)
2331,Keihin India Manuf...,4.2,(159 Reviews),Tokyo + 8 more,65 years old,51-200 employees (India),
2332,Samunnati,4.5,(159 Reviews),Private,"Chennai,Tamil Nadu + 31 more",7 years old,501-1k employees (India)
2333,Tata Toyo Radiator,3.6,(159 Reviews),"Pune,Maharashtra + 8 more",23 years old,1k-5k employees (Global),
2334,Tops Security,3.0,(159 Reviews),Private,"Mumbai,Maharashtra + 24 more",51 years old,1 Lakh+ employees (Global)
2335,Amentum,4.5,(159 Reviews),Dubai + 16 more,,,
2336,NAFFCO,3.9,(158 Reviews),Private,"Dubai,Dubai + 14 more",30 years old,10k-50k employees (Global)
2337,Net Solutions,4.7,(158 Reviews),Sole Proprietorship,"Chandigarh,Haryana",21 years old,201-500 employees (India)
2338,Srei Sahaj e-Villa...,3.9,(158 Reviews),Private,"Kolkata,West Bengal + 32 more",13 years old,201-500 employees (Global)
2339,HRH Next Services,3.3,(158 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",14 years old,1k-5k employees (Global)
2340,Madura Micro Finan...,4.3,(158 Reviews),Private,"Chennai,Tamil Nadu + 45 more",15 years old,1k-5k employees (India)
2341,Focus Energy,3.5,(158 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",35 years old,1k-5k employees (Global)
2342,Essilor,3.9,(158 Reviews),Private,Paris + 26 more,23 years old,50k-1 Lakh employees (Global)
2343,Saudi Electricity ...,4.5,(158 Reviews),Private,"Riyadh,Riyadh + 13 more",21 years old,10k-50k employees (Global)
2344,Military Engineer ...,4.5,(158 Reviews),"Delhi/NCR,Delhi + 41 more",98 years old,5k-10k employees (Global),
2345,North East Small F...,3.9,(158 Reviews),Private,"Guwahati,Assam + 31 more",5 years old,1k-5k employees (Global)
2346,Vectus Industries,4.2,(158 Reviews),Private,"Noida,Uttar Pradesh + 29 more",17 years old,1k-5k employees (India)
2347,Bses Yamuna Power,3.5,(158 Reviews),New Delhi + 1 more,19 years old,5k-10k employees (Global),
2348,Texmaco Rail and E...,3.7,(158 Reviews),Private,"Kolkata,West Bengal + 18 more",23 years old,1k-5k employees (Global)
2349,Infrasoft Technolo...,3.4,(158 Reviews),Private,Mumbai + 5 more,26 years old,1k-5k employees (India)
2350,South Indian Bank,3.8,(158 Reviews),Public,"Thrissur/Trichur,Kerala + 38 more",92 years old,5k-10k employees (Global)
2351,Dineshchandra R Ag...,4.1,(158 Reviews),Private,"Ahmedabad,Gujarat + 26 more",49 years old,1k-5k employees (Global)
2352,PTC,3.9,(158 Reviews),Public,"Boston,Massachusetts + 14 more",36 years old,51-200 employees (India)
2353,Practo,3.7,(157 Reviews),Private,Bangalore + 15 more,13 years old,5k-10k employees (Global)
2354,Health Total,2.2,(157 Reviews),Private,"Mumbai,Maharashtra + 9 more",24 years old,201-500 employees (Global)
2355,URC Construction,3.7,(157 Reviews),Private,"Chennai,Tamil Nadu + 17 more",65 years old,501-1k employees (Global)
2356,GE Capital,4.2,(157 Reviews),Private,Norwalk + 11 more,89 years old,5k-10k employees (Global)
2357,RMC Readymix,4.0,(157 Reviews),Private,"Mumbai,Maharashtra + 36 more",25 years old,1k-5k employees (Global)
2358,Integra Software S...,3.7,(157 Reviews),Private,Pondicherry + 6 more,27 years old,1k-5k employees (Global)
2359,Amrita Institute o...,4.4,(157 Reviews),Private,"Kochi/Cochin,Kerala + 10 more",23 years old,1k-5k employees (Global)
2360,Global Hospital Pu...,4.1,(157 Reviews),Private,"Pune,Maharashtra + 12 more",9 years old,201-500 employees (Global)
2361,Anu Industries,3.7,(157 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",47 years old,201-500 employees (Global)
2362,Drydocks World Dub...,4.4,(157 Reviews),"Dubai,Dubai + 11 more",38 years old,10k-50k employees (Global),
